‘¿ ”À‹“≈“	 ≤À‹ ≤—“‹ ÕŒ¬»Õ ¬≤ƒ 1.1.2018	ƒ¿“¿ Œ—“¿ÕÕ‹ŒØ œ”¡À≤ ¿÷≤Ø
http://bioweb.lnu.edu.ua/news	15	26.06.2018	
14.05.2018	lingua	4	http://lingua.lnu.edu.ua/news/velmyshanovni-chleny-vchenoji-rady-universytetu	
27.04.2018	lingua	4	http://lingua.lnu.edu.ua/news/urochysta-akademiya-prysvyachena-dnyu-narodzhennyu-vydatnoji-brytanskoji-perekladachky-ukrajinskoji-literatury-poetesy-zhurnalistky-j-hromadskoji-diyachky-viry-rich	
27.04.2018	lingua	5	http://lingua.lnu.edu.ua/news/zaproshujemo-na-pjesu-karlosa-mortona-lilith	
25.04.2018	lingua	5	http://lingua.lnu.edu.ua/news/100-richchya-vid-dnya-narodzhennya-ripetskoji-olhy-feodosivny	
25.04.2018	lingua	5	http://lingua.lnu.edu.ua/news/shekspirivski-dni-u-lvovi-24-kvitnya-2-travnya-2018-roku	
20.04.2018	lingua	5	http://lingua.lnu.edu.ua/news/vitajemo-havrylyshyna-yaroslava-vasylovycha-z-yuvilejem	
18.04.2018	lingua	5	http://lingua.lnu.edu.ua/news/dosvid-interdystsyplinarnoji-spivpratsi	
06.04.2018	lingua	6	http://lingua.lnu.edu.ua/news/velykodnje-pryvitannya	
03.04.2018	lingua	6	http://lingua.lnu.edu.ua/news/vidkryti-lektsiji	
29.03.2018	lingua	6	http://lingua.lnu.edu.ua/news/vyslovlyujemo-spivchuttya	
28.03.2018	lingua	6	http://lingua.lnu.edu.ua/news/vidbuvsya-druhyj-tur-vseukrajinskoho-konkursu-studentskyh-naukovyh-robit-zi-spetsialnosti-pereklad	
27.03.2018	lingua	6	http://lingua.lnu.edu.ua/news/informatsijnyj-lyst	
26.03.2018	lingua	7	http://lingua.lnu.edu.ua/news/dni-frankofoniji-u-lvovi	
25.03.2018	lingua	7	http://lingua.lnu.edu.ua/news/vidkryta-lektsiya-na-temu-tanets-smerti-u-serednovichnij-kulturi	
25.03.2018	lingua	7	http://lingua.lnu.edu.ua/news/den-abiturijenta	
16.03.2018	lingua	7	http://lingua.lnu.edu.ua/news/do-uvahy-studentiv-i-ta-ii-kursiv-dennoho-ta-zaochnoho-navchannya	
14.03.2018	lingua	7	http://lingua.lnu.edu.ua/news/frankostore-kramnychka-z-brendom-universytetu	
13.03.2018	lingua	8	http://lingua.lnu.edu.ua/news/dodatkovyj-rozklad-na-2-j-semestr-2017-2018-n-r	
05.03.2018	lingua	8	http://lingua.lnu.edu.ua/news/den-vidkrytyh-dverej-u-alyans-fransez	
05.03.2018	lingua	8	http://lingua.lnu.edu.ua/news/do-uvahy-vykladachiv-studentiv-ta-pratsivnykiv-fakultetu	
25.02.2018	lingua	8	http://lingua.lnu.edu.ua/news/stypendiji-na-navchannya-stazhuvannya-v-universyteti-aristotelya	
25.02.2018	lingua	8	http://lingua.lnu.edu.ua/news/stypendij-na-navchannya-stazhuvannya-v-zahrebskomu-universyteti	
24.02.2018	lingua	9	http://lingua.lnu.edu.ua/news/naukova-konferentsiya-prysvyachena-90-richchyu-vid-dnya-narodzhennya-olhy-ohonovskoji	
21.02.2018	lingua	9	http://lingua.lnu.edu.ua/news/rozklad-na-2-semestr-2017-2018-n-r	
17.02.2018	lingua	9	http://lingua.lnu.edu.ua/news/plenarne-zasidannya-zvitnoji-konferentsiji	
09.02.2018	lingua	9	http://lingua.lnu.edu.ua/news/do-uvahy-studentiv-zaochnoho-navchannya	
07.02.2018	lingua	9	http://lingua.lnu.edu.ua/news/zhuri-olimpiady-hodyny-i-audytoriji	
01.02.2018	lingua	10	http://lingua.lnu.edu.ua/news/vseukrajinska-uchnivskoji-olimpiady-z-anhlijskoji-movy	
31.01.2018	lingua	10	http://lingua.lnu.edu.ua/news/shanovni-studenty-pryrodnychyh-fakultetiv	
20.01.2018	lingua	10	http://lingua.lnu.edu.ua/news/sumujemo-i-spivchuvajemo	
20.01.2018	lingua	10	http://lingua.lnu.edu.ua/news/pamyati-akademika-tarasa-kyyaka	
17.01.2018	lingua	10	http://lingua.lnu.edu.ua/news/do-uvahy-studentiv-i-v-kursiv-zaochnoji-formy-navchannya-ta-vykladachiv-fakultetu-inozemnyh-mov	
12.01.2018	lingua	11	http://lingua.lnu.edu.ua/news/memory_literature	
09.01.2018	lingua	11	http://lingua.lnu.edu.ua/news/oplata-za-navchannya	
06.01.2018	lingua	11	http://lingua.lnu.edu.ua/news/novorichni-pryvitannya	
05.01.2018	lingua	11	http://lingua.lnu.edu.ua/news/rozklad-zanyat-zymovoji-sesiji-2017-18-n-r-dlya-studentiv-zaochnoho-navchannya	
http://clio.lnu.edu.ua/news	323	29.06.2018	
29.06.2018	clio	1	http://clio.lnu.edu.ua/news/video-instruktsiya-schodo-rejestratsiji-elektronnoho-kabinetu-ta-podannya-zayav	
29.06.2018	clio	1	http://clio.lnu.edu.ua/news/poperedni-spysky-studentiv-iz-serednim-dodatkovym-ta-rejtynhovym-balamy-za-rezultatamy-ii-semestrovoho-kontrolyu-2017-2018-n-r	
29.06.2018	clio	1	http://clio.lnu.edu.ua/news/do-uvahy-studentiv-platnykiv	
25.06.2018	clio	1	http://clio.lnu.edu.ua/news/rozklad-likvidatsiji-akademichnyh-zaborhovanostej-studentamy-i-ii-iii-ta-v-kursiv-istorychnoho-fakultetu-dennoji-formy-navchannya-talon-formy-2	
25.06.2018	clio	1	http://clio.lnu.edu.ua/news/poryadok-dennyj-zasidannya-vchenoji-rady-istorychnoho-fakultetu-2	
20.06.2018	clio	2	http://clio.lnu.edu.ua/news/do-uvahy-studentiv-yaki-rekomendovani-do-zarahuvannya-na-navchannya-za-prohramoyu-pidhotovky-ofitseriv-zapasu-v-natsionalnu-akademiyu-suhoputnyh-vijsk-imeni-hetmana-petra-sahajdachnoho	
20.06.2018	clio	2	http://clio.lnu.edu.ua/news/perenesennya-robochyh-dniv-5	
01.06.2018	clio	2	http://clio.lnu.edu.ua/news/v-zaporizhzhi-prezentuvaly-pidruchnyky-istoriya-ukrajiny-i-svit-ta-hromadyanska-osvita	
01.06.2018	clio	2	http://clio.lnu.edu.ua/news/demonstratsiya-kenotafy-karpatskoho-rehionu-v-piznorymskyj-chas	
01.06.2018	clio	2	http://clio.lnu.edu.ua/news/konkurs-na-otrymannya-stypendij-na-stazhuvannya-v-universyteti-minyu-m-braha-portuhaliya-v-ramkah-prohramy-erasmus	
01.06.2018	clio	3	http://clio.lnu.edu.ua/news/studentskyj-viddil-lvivskoho-universytetu-zaproshuje-u-svoyu-komandu	
01.06.2018	clio	3	http://clio.lnu.edu.ua/news/ukrajinska-vikipediya-zapuskaje-konkurs-statej-na-muzychnu-tematyku	
31.05.2018	clio	3	http://clio.lnu.edu.ua/news/zahyst-kursovyh-robit-studentiv-tretoho-kursu-dennoji-formy-navchannya	
31.05.2018	clio	3	http://clio.lnu.edu.ua/news/do-uvahy-studentiv-dennoji-formy-navchannya-yaki-pretenduyut-na-otrymannya-stypendiji	
31.05.2018	clio	3	http://clio.lnu.edu.ua/news/prohrama-vstupnyh-vyprobuvan-z-anhlijskoji-movy-dlya-navchannya-za-osvitno-kvalifikatsijnoyu-prohramoyu-mahistr-na-istorychnomu-fakulteti-lvivskoho-natsionalnoho-universytetu-imeni-ivana-franka	
30.05.2018	clio	4	http://clio.lnu.edu.ua/news/rozklad-likvidatsiji-akademichnyh-zaborhovanostej-studentamy-iv-kursu-istorychnoho-fakultetu-dennoji-formy-navchannya-talon-formy-k	
30.05.2018	clio	4	http://clio.lnu.edu.ua/news/pamyati-oleksandra-kokovina	
30.05.2018	clio	4	http://clio.lnu.edu.ua/news/studentski-avtobusy-2	
30.05.2018	clio	4	http://clio.lnu.edu.ua/news/studentska-naukova-konferentsiya-fenomen-evropy-problemy-derzhavotvorennya	
29.05.2018	clio	4	http://clio.lnu.edu.ua/news/hrafik-likvidatsiji-akademichnyh-zaborhovanostej-u-ii-semestri-2017-2018-n-r-dlya-studentiv-i-ii-iii-ta-v-kursiv-istorychnoho-fakultetu-dennoji-formy-navchannya	
29.05.2018	clio	5	http://clio.lnu.edu.ua/news/rozklad-likvidatsiji-akademichnyh-zaborhovanostej-studentamy-iv-kursu-istorychnoho-fakultetu-dennoji-formy-navchannya-talon-formy-2	
29.05.2018	clio	5	http://clio.lnu.edu.ua/news/literaturno-akustychnyj-vechir-vymir-nathnennya	
29.05.2018	clio	5	http://clio.lnu.edu.ua/news/olvijska-ekspedytsiya-2017-roku	
25.05.2018	clio	5	http://clio.lnu.edu.ua/news/zvit-pro-arhivnu-praktyku-studentiv-kafedry-davnoji-istoriji-ukrajiny-ta-arhivoznavstva-u-polschi-v-travni-2018-r	
25.05.2018	clio	5	http://clio.lnu.edu.ua/news/xiv-ukrajinsko-polska-naukova-konferentsiya-lviv-misto-suspilstvo-kultura-dyskutujemo-pro-lviv-yak-misto-stolychne-fotozvit	
25.05.2018	clio	6	http://clio.lnu.edu.ua/news/lxxix-ossolinska-zustrich-zbihnjev-herbert-jevropejskyj-pysmennyk	
24.05.2018	clio	6	http://clio.lnu.edu.ua/news/zustrich-iz-hubertom-kotarskym-ta-daivoyu-alifanovene	
24.05.2018	clio	6	http://clio.lnu.edu.ua/news/lektsiya-dr-hanny-kozinskoji-vitt-miska-sotsialna-polityka-schodo-jevrejiv-u-halychyni	
24.05.2018	clio	6	http://clio.lnu.edu.ua/news/lektsiya-prezentatsiya-vidomoji-krymskotatarskoji-mystkyni-ta-vyshyvalnytsi-elmiry-bjelyalovoji	
23.05.2018	clio	6	http://clio.lnu.edu.ua/news/zustrich-studentiv-istorychnoho-fakultetu-yaki-prozhyvayut-v-hurtozhytku-2-z-administratsijeyu-hurtozhytku-ta-fakultetu-holovoyu-profbyuro-ta-holovoyu-studrady	
23.05.2018	clio	7	http://clio.lnu.edu.ua/news/mahisterska-prohrama-spetsialnosti-sotsiolohiya	
23.05.2018	clio	7	http://clio.lnu.edu.ua/news/prezentatsiya-knyhy-olhy-kyrylyuk-idu-na-myr	
23.05.2018	clio	7	http://clio.lnu.edu.ua/news/hhvi-mizhnarodnyj-slavistychnyj-kolokvium	
22.05.2018	clio	7	http://clio.lnu.edu.ua/news/hiv-ukrajinsko-polska-naukova-konferentsiya-lviv-misto-suspilstvo-kultura	
22.05.2018	clio	7	http://clio.lnu.edu.ua/news/ii-tur-vseukrajinskoji-olimpiady-z-dystsypliny-sotsiolohiya	
22.05.2018	clio	8	http://clio.lnu.edu.ua/news/do-uvahy-studentiv-universytetu-yaki-navchayutsya-za-derzhavnym-zamovlennyam-ta-pretenduyut-na-stypendiyu	
22.05.2018	clio	8	http://clio.lnu.edu.ua/news/zasidannya-arheolohichnoji-sektsiji-naukovoho-tovarystva-istorychnoho-fakultetu	
22.05.2018	clio	8	http://clio.lnu.edu.ua/news/kontsert-narodnoho-divochoho-horu-lira-ta-narodnoho-ansamblyu-pisni-j-tantsyu-cheremosh	
21.05.2018	clio	8	http://clio.lnu.edu.ua/news/zustrich-studentiv-istorychnoho-fakultetu-z-administratsijeyu-hurtozhytku-2-administratsijeyu-fakultetu-holovamy-profbyuro-ta-studentskoji-rady	
21.05.2018	clio	8	http://clio.lnu.edu.ua/news/administratsiya-ta-studenty-istorychnoho-fakultetu-doluchylysya-do-svyatkuvannya-dnya-vyshyvanky	
21.05.2018	clio	9	http://clio.lnu.edu.ua/news/prohrama-obminu-studentamy-z-pomorskoyu-akademijeyu-v-slupsku	
20.05.2018	clio	9	http://clio.lnu.edu.ua/news/istorychnyj-fakultet-vidvidala-delehatsiya-universytetu-fridriha-aleksandra-erlanhena-nyurberha	
18.05.2018	clio	9	http://clio.lnu.edu.ua/news/poryadok-dennyj-zasidannya-vchenoji-rady-istorychnoho-fakultetu	
18.05.2018	clio	9	http://clio.lnu.edu.ua/news/den-nauky-proforijentatsijna-zustrich-u-nvk-strilkivska-shkola-internat-z-pohlyblenym-vyvchennyam-okremyh-predmetiv-pry-lnu-imeni-ivana-franka-fotozvit	
18.05.2018	clio	9	http://clio.lnu.edu.ua/news/zasidannya-mizhdystsyplinarnoho-seminaru-modus-legendi-konservator-na-tli-epohy-pavlo-skoropadskyj-i-dylemy-ukrajinskoho-konservatyzmu-kintsya-hih-pershoji-chverti-hh-stolittya	
17.05.2018	clio	10	http://clio.lnu.edu.ua/news/konkurs-do-dnya-vyshyvanky	
17.05.2018	clio	10	http://clio.lnu.edu.ua/news/prezentatsiya-multymedijnoho-proektu-asi-hefter-pazly-pamyati	
17.05.2018	clio	10	http://clio.lnu.edu.ua/news/feministychne-kino-dytynstvo	
16.05.2018	clio	10	http://clio.lnu.edu.ua/news/zasidannya-studentskoji-rady-istorychnoho-fakultetu-3	
16.05.2018	clio	10	http://clio.lnu.edu.ua/news/prohrama-xxvi-mizhnarodnoho-slavistychnoho-kolokviumu	
16.05.2018	clio	11	http://clio.lnu.edu.ua/news/proekt-derzhavotvorets-stazhuvannya-molodi-v-orhanah-derzhavnoji-vlady	
16.05.2018	clio	11	http://clio.lnu.edu.ua/news/chetverta-mizhnarodna-ukrajinsko-polska-konferentsiya-identychnosti-narodiv-tsentralno-shidnoji-evropy	
16.05.2018	clio	11	http://clio.lnu.edu.ua/news/intervyu-studentky-filolohichnoho-fakultetu-mariji-yatsundy-hrupy-flk-11-z-derevinskym-volodymyrom-yaroslavovychem-z-m-dublyany-lvivskoji-obl-na-temu-konstruyuvannya-obrazu-inshoho-svoho-chuzho	
16.05.2018	clio	11	http://clio.lnu.edu.ua/news/rozklad-ispytiv-aspirantiv-istorychnoho-fakultetu-ii-roku-navchannya-ochna-forma-navchannya-v-druhomu-semestri-2017-2018-n-r	
15.05.2018	clio	11	http://clio.lnu.edu.ua/news/konferentsiya-trudovoho-kolektyvu-lvivskoho-natsionalnoho-universytetu-imeni-ivana-franka	
15.05.2018	clio	12	http://clio.lnu.edu.ua/news/excursion-around-the-jewish-quarter-in-english	
15.05.2018	clio	12	http://clio.lnu.edu.ua/news/zhinky-u-lvivskomu-avanhardi-zhyvopys-tanets-fotohrafiya	
14.05.2018	clio	12	http://clio.lnu.edu.ua/news/kubok-dvoh-universytetiv-z-istorychnyh-debativ	
14.05.2018	clio	12	http://clio.lnu.edu.ua/news/arheolohiya-zahodu-ukrajiny-prohrama-konferentsiji	
14.05.2018	clio	12	http://clio.lnu.edu.ua/news/studentskyj-uryad-lvivskoho-natsionalnoho-universytetu-vitaje-z-dnem-materi	
14.05.2018	clio	13	http://clio.lnu.edu.ua/news/lektsiji-profesora-instytutu-cheskoji-istoriji-filosofskoho-fakultetu-karlovoho-universytetu-u-prazi-starshoho-naukovoho-spivrobitnyka-instytutu-istorychnyh-nauk-slovatskoji-akademiji-nauk-doktora-mi	
14.05.2018	clio	13	http://clio.lnu.edu.ua/news/zahyst-bakalavrskyh-robit-studentiv-4-ho-kursu	
14.05.2018	clio	13	http://clio.lnu.edu.ua/news/lektsiya-rejestrove-kozatstvo-seredyny-hvii-st-vijskovo-istorychna-rekontruktsiya	
11.05.2018	clio	13	http://clio.lnu.edu.ua/news/prohrama-stazhuvannya-dlya-studentiv-ta-vypusknykiv-u-srh-ukrajina-2018-2019	
11.05.2018	clio	13	http://clio.lnu.edu.ua/news/zustrich-z-predstavnykamy-kompaniji-filip-morris	
11.05.2018	clio	14	http://clio.lnu.edu.ua/news/prohrama-imeni-fulbrajta-v-ukrajini-oholoshuje-pochatok-pryjomu-dokumentiv-na-konkurs-fulbright-scholar-program	
11.05.2018	clio	14	http://clio.lnu.edu.ua/news/lektsiya-oksany-kis-tvorchist-yak-sprotyv-u-nevilnytskomu-povsyakdenni	
11.05.2018	clio	14	http://clio.lnu.edu.ua/news/prezentatsiya-knyhy-rejestr-mytropolychoho-arhivu-unijnoji-tserkvy-1763	
11.05.2018	clio	14	http://clio.lnu.edu.ua/news/studenty-filolohichnoho-fakultetu-doluchylysya-do-popovnennya-pohlyblenymy-usnoistorychnymy-intervyu-arhivu-tsentru-usnoji-istoriji-ta-biohrafistyky-kafedry-novitnoji-istoriji-ukrajiny-im-m-hrushevs	
11.05.2018	clio	14	http://clio.lnu.edu.ua/news/turnir-z-boulinhu	
11.05.2018	clio	15	http://clio.lnu.edu.ua/news/travel-nebylytsi	
11.05.2018	clio	15	http://clio.lnu.edu.ua/news/vidkryta-lektsiya-romana-tarnavskoho-etnohrafichni-syuzhety-v-ukrajinskomu-zhyvopysi	
10.05.2018	clio	15	http://clio.lnu.edu.ua/news/zahyst-kandydatskoji-dysertatsiji-ilyk-hrystyny-vasylivny	
10.05.2018	clio	15	http://clio.lnu.edu.ua/news/den-abiturijenta-2018-3	
10.05.2018	clio	15	http://clio.lnu.edu.ua/news/modus-legendi-konservator-na-tli-epohy-pavlo-skoropadskyj-dopovidach-roman-lehnyuk-2	
10.05.2018	clio	16	http://clio.lnu.edu.ua/news/23018	
10.05.2018	clio	16	http://clio.lnu.edu.ua/news/5-j-kubok-lnu-z-futzalu-sered-fakultetiv	
10.05.2018	clio	16	http://clio.lnu.edu.ua/news/forum-studentskoji-molodi-ukrainian-hogwarts-2	
10.05.2018	clio	16	http://clio.lnu.edu.ua/news/den-abiturijenta-2018-2	
09.05.2018	clio	16	http://clio.lnu.edu.ua/news/phd-thesis-presentation-contest-2018-apply-by-14-may-german-ukrainian-academic-society-the-ukraine-network	
09.05.2018	clio	17	http://clio.lnu.edu.ua/news/vidkryttya-mizhnarodnoji-vystavky-lysty-yuzefy-vytyah-iz-zabuttya	
09.05.2018	clio	17	http://clio.lnu.edu.ua/news/den-abiturijenta-2018	
08.05.2018	clio	17	http://clio.lnu.edu.ua/news/rozklad-provedennya-zalikiv-ta-ispytiv-na-litnij-sesiji-dlya-studentiv-i-iv-kursiv-istorychnoho-fakultetu-zaochnoho-navchannya	
08.05.2018	clio	17	http://clio.lnu.edu.ua/news/rozklad-provedennya-zanyat-na-litnij-sesiji-dlya-studentiv-i-iv-kursiv-istorychnoho-fakultetu-zaochnoho-navchannya	
08.05.2018	clio	17	http://clio.lnu.edu.ua/news/perehlyad-filmu-smert-stalina	
08.05.2018	clio	18	http://clio.lnu.edu.ua/news/zasidannya-studentskoji-rady	
08.05.2018	clio	18	http://clio.lnu.edu.ua/news/den-abiturijenta-5	
08.05.2018	clio	18	http://clio.lnu.edu.ua/news/dni-nauky-istorychnoho-fakultetu-2018-u-kyjivskomu-natsionalnomu-universyteti-imeni-tarasa-shevchenka	
07.05.2018	clio	18	http://clio.lnu.edu.ua/news/kinovechir-v-universyteti-holosuvannya	
07.05.2018	clio	18	http://clio.lnu.edu.ua/news/shkola-uspishnyh-lyudej-z-mahistrantkoyu-tetyanoyu-pryhodko	
07.05.2018	clio	19	http://clio.lnu.edu.ua/news/naukovyj-seminar-zi-studentamy-tretoho-kursu	
07.05.2018	clio	19	http://clio.lnu.edu.ua/news/zahyst-bakalavrskyh-robit	
07.05.2018	clio	19	http://clio.lnu.edu.ua/news/asystentska-praktyka-mahistrantky-anzheliky-savchuk	
07.05.2018	clio	19	http://clio.lnu.edu.ua/news/hi-naukova-konferentsiya-problemy-istoriji-ta-arheolohiji-ukrajiny-do-60-richchya-doslidzhennya-bilskoho-horodyscha-ekspedytsijeyu-harkivskoho-universytetu	
07.05.2018	clio	19	http://clio.lnu.edu.ua/news/prezentatsiya-knyhy-smutok-i-ruska-shlyahta-peremyshlskoji-zemli	
07.05.2018	clio	20	http://clio.lnu.edu.ua/news/xv-mizhnarodna-naukova-konferentsiya-arheolohiya-zahodu-ukrajiny	
07.05.2018	clio	20	http://clio.lnu.edu.ua/news/zaproshujemo-majbutnih-sotsiolohiv-na-den-abiturijenta-2018	
05.05.2018	clio	20	http://clio.lnu.edu.ua/news/den-abiturijenta-4	
05.05.2018	clio	20	http://clio.lnu.edu.ua/news/dni-nauky-istorychnoho-fakultetu-kyjivskoho-natsionalnoho-universytetu-imeni-tarasa-shevchenka-2018	
05.05.2018	clio	20	http://clio.lnu.edu.ua/news/rododendronovyj-raj	
04.05.2018	clio	21	http://clio.lnu.edu.ua/news/modus-legendi-konservator-na-tli-epohy-pavlo-skoropadskyj-dopovidach-roman-lehnyuk	
04.05.2018	clio	21	http://clio.lnu.edu.ua/news/den-abiturijenta-3	
04.05.2018	clio	21	http://clio.lnu.edu.ua/news/prychyny-kryzy-demokratiji-v-spoluchenyh-shtatah-ameryky	
04.05.2018	clio	21	http://clio.lnu.edu.ua/news/zvitno-vyborna-konferentsiya-profspilkovoji-orhanizatsiji-studentiv-istorychnoho-fakultetu	
03.05.2018	clio	21	http://clio.lnu.edu.ua/news/den-abiturijenta-2	
03.05.2018	clio	22	http://clio.lnu.edu.ua/news/den-abiturijenta	
03.05.2018	clio	22	http://clio.lnu.edu.ua/news/uchast-studentiv-v-71-a-mizhnarodna-konferentsiya-molodyh-uchenyh-karazinski-chytannya	
03.05.2018	clio	22	http://clio.lnu.edu.ua/news/vitajemo-dmytra-mrychka-ta-joho-naukovoho-kerivnyka-yaroslava-pohoralskoho-z-2-mistsem-na-vseukrajinskomu-konkursi-zahysti-naukovo-doslidnytskyh-robit-sluhachiv-man-sektsiya-arheolohiji	
02.05.2018	clio	22	http://clio.lnu.edu.ua/news/vidomi-i-nevidomi-herby-v-arhitekturi-lvova	
02.05.2018	clio	22	http://clio.lnu.edu.ua/news/zasidannya-studentskoji-rady-istorychnoho-fakultetu-2	
02.05.2018	clio	23	http://clio.lnu.edu.ua/news/prezentatsiya-knyhy-tarasa-romanyuka-yaroslav-pasternak	
02.05.2018	clio	23	http://clio.lnu.edu.ua/news/vseukrajinskyj-molodizhnyj-forum-vidpovidalnoho-liderstva	
27.04.2018	clio	23	http://clio.lnu.edu.ua/news/perelik-pytan-dlya-pidhotovky-do-derzhavnyh-ispytiv-u-2018-r	
27.04.2018	clio	23	http://clio.lnu.edu.ua/news/lektsiya-psyholohichnyj-ta-etnosotsialnyj-aspekt-vijny-na-shodi-ukrajiny	
27.04.2018	clio	23	http://clio.lnu.edu.ua/news/korysni-posylannya-dlya-poshuku-hrantiv	
26.04.2018	clio	24	http://clio.lnu.edu.ua/news/robota-naukovo-metodychnoho-seminaru-studentiv-druhoho-kursu-dennoji-formy-navchannya	
26.04.2018	clio	24	http://clio.lnu.edu.ua/news/bohdana-ivanusya-pereobraly-na-posadu-holovy-studentskoho-uryadu-lvivskoho-universytetu	
26.04.2018	clio	24	http://clio.lnu.edu.ua/news/konkurs-na-najkraschu-publikatsiyu-scho-populyaryzuje-istoriyu-polschi-inozemnoyu-movoyu-ta-istoriyu-polskoji-dyplomatiji-polskoyu-movoyu-yaki-bulo-opublikovano-u-2017-rotsi	
26.04.2018	clio	24	http://clio.lnu.edu.ua/news/vybory-delehativ-do-skladu-konferentsiji-studentiv-universytetu	
26.04.2018	clio	24	http://clio.lnu.edu.ua/news/robota-naukovoho-seminaru-na-tretomu-kursi-dennoji-formy-navchannya	
26.04.2018	clio	25	http://clio.lnu.edu.ua/news/mizhnarodnyj-den-muzejiv	
26.04.2018	clio	25	http://clio.lnu.edu.ua/news/eu-study-days	
25.04.2018	clio	25	http://clio.lnu.edu.ua/news/studentka-istorychnoho-fakultetu-vzyala-uchast-u-xxvi-zahalnopolskomu-zjizdi-studentiv-istorykiv	
25.04.2018	clio	25	http://clio.lnu.edu.ua/news/zustrich-dekana-zi-studentamy-iv-kursu-istorychnoho-fakultetu-dennoji-formy-navchannya	
25.04.2018	clio	25	http://clio.lnu.edu.ua/news/zustrich-z-bijtsem-80-ji-desantno-shturmovoji-bryhady-uchasnykom-bojovyh-dij-oleksoyu-stafynyakom-ta-perehlyad-filmu-tranzytnyj-punkt-v-ramkah-proektu-zhyva-knyha	
25.04.2018	clio	26	http://clio.lnu.edu.ua/news/rozklad-ispytiv-u-ii-semestri-2017-2018-n-r-dlya-studentiv-i-iii-ta-v-kursiv-istorychnoho-fakultetu-dennoji-formy-navchannya	
24.04.2018	clio	26	http://clio.lnu.edu.ua/news/lektsiya-vijskovi-tradytsiji-u-tsentralnij-ta-shidnij-evropi-fotozvit	
24.04.2018	clio	26	http://clio.lnu.edu.ua/news/modus-legendi-krym-u-kintsi-xviii-st-persha-aneksiya-2	
24.04.2018	clio	26	http://clio.lnu.edu.ua/news/rozklad-ek-u-2018-r	
24.04.2018	clio	26	http://clio.lnu.edu.ua/news/dopovid-lyubitsy-harbulovoji-na-naukovomu-seminari-kafedry-istoriji-tsentralnoji-ta-shidnoji-evropy	
23.04.2018	clio	27	http://clio.lnu.edu.ua/news/poryadok-dennyj-zasidannya-vchenoji-rady-istorychnoho-fakultetu-lvivskoho-natsionalnoho-universytetu-imeni-ivana-franka	
23.04.2018	clio	27	http://clio.lnu.edu.ua/news/zustrich-iz-serverom-ebubekirovym-dyrektorom-bahchysarajskoho-muzeyu	
23.04.2018	clio	27	http://clio.lnu.edu.ua/news/zustrich-z-brijeyu-blessinh	
23.04.2018	clio	27	http://clio.lnu.edu.ua/news/pamyat-sylnisha-nizh-henotsyd-mystetsko-prosvitnytskyj-zahid	
23.04.2018	clio	27	http://clio.lnu.edu.ua/news/rozklad-oformlennya-zalikiv-u-ii-semestri-2017-2018-n-r-dlya-studentiv-i-iii-ta-v-kursiv-istorychnoho-fakultetu-dennoji-formy-navchannya	
22.04.2018	clio	28	http://clio.lnu.edu.ua/news/hrafik-prohodzhennya-medychnoho-ohlyadu-studentamy-iii-ta-iv-kursiv-istorychnoho-fakultetu-dennoji-formy-navchannya-2	
20.04.2018	clio	28	http://clio.lnu.edu.ua/news/lektsiya-myhajla-zapototskoho-prysvyachena-roli-katolytskoji-tserkvy-v-dobu-frantsuzkoji-revolyutsiji-v-ramkah-zahodiv-histart	
20.04.2018	clio	28	http://clio.lnu.edu.ua/news/perenesennya-robochyh-dniv-4	
20.04.2018	clio	28	http://clio.lnu.edu.ua/news/treninh-intensyv-mystetstvo-publichnoho-vystupu	
19.04.2018	clio	28	http://clio.lnu.edu.ua/news/rezultaty-vyboriv-do-skladu-studentskoji-rady-istorychnoho-fakultetu	
19.04.2018	clio	29	http://clio.lnu.edu.ua/news/rezultaty-vyboriv	
19.04.2018	clio	29	http://clio.lnu.edu.ua/news/pidruchnyk-dlya-10-ho-klasu-za-novoyu-prohramoyu-intehrovanoho-kursu-istoriya-ukrajina-i-svit	
19.04.2018	clio	29	http://clio.lnu.edu.ua/news/konferentsiya-studentiv-universytetu-ta-vybory-holovy-studentskoho-uryadu-universytetu	
19.04.2018	clio	29	http://clio.lnu.edu.ua/news/vidkrytyj-shahovyj-turnir-iz-blitsu-3-hvylyny-2-sek-pamyati-bohdana-vorobtsya	
18.04.2018	clio	29	http://clio.lnu.edu.ua/news/lektsiya-vijskovi-tradytsiji-u-tsentralnij-ta-shidnij-evropi-u-hiv-xv-st-sproba-istorychnoji-rekonstruktsiji-ta-retrospektyvy	
18.04.2018	clio	30	http://clio.lnu.edu.ua/news/konkurs-na-otrymannya-stypendij-na-navchannya-stazhuvannya-v-zahrebskomu-universyteti-m-zahreb-horvatiya-v-ramkah-prohramy-erasmus-2	
18.04.2018	clio	30	http://clio.lnu.edu.ua/news/prezentatsiya-prohramy-shkola-liderstva-upravlinnya-universytetom-2	
17.04.2018	clio	30	http://clio.lnu.edu.ua/news/zustrich-studentiv-iz-prorektorom-z-naukovo-pedahohichnoji-roboty-ta-mizhnarodnoji-spivpratsi-zubrytskoyu-m-o	
17.04.2018	clio	30	http://clio.lnu.edu.ua/news/zustrich-z-evhenijem-shatilovym	
17.04.2018	clio	30	http://clio.lnu.edu.ua/news/rozklad-ispytiv-studentiv-iv-kursu-istorychnoho-fakultetu-dennoji-formy-navchannya-na-ii-semestr-2017-2018-n-r	
